title,company,description,requirements,salary,location,email,has_company_logo,has_questions,telecommuting,fraudulent
Product Manager,IBM Corporation,"Exciting opportunity for a Product Manager at IBM Corporation. Work on cutting-edge ML pipelines with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","3+ years professional experience. Proficiency in C++, Linux, Embedded Systems. Excellent communication skills. Experience with agile methodologies.","$184,000/year","New York, NY",careers@ibm.com,1,1,0,0
Solutions Architect,Accenture,"Join our growing engineering team as a Solutions Architect. You'll be responsible for building ML models for production and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","5+ years of experience in Scala, Apache Spark, Hadoop. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$159,000/year","Pune, India",careers@accenture.com,1,1,0,0
Solutions Architect,HCL Technologies,"Join our growing engineering team as a Solutions Architect. You'll be responsible for optimizing system performance and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","Bachelor's or Master's degree required. 4+ years in Python, TensorFlow, Kubernetes. Strong analytical and problem-solving abilities. Team player.","$169,000/year","San Francisco, CA",careers@hcl.com,1,0,0,0
DevOps Engineer,Spotify Technology,"Spotify Technology is seeking a talented DevOps Engineer for our Seattle, WA office. The ideal candidate will have experience in Python, TensorFlow, Kubernetes. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","3+ years professional experience. Proficiency in Python, TensorFlow, Kubernetes. Excellent communication skills. Experience with agile methodologies.","$97,000/year","Seattle, WA",careers@spotify.com,1,0,0,0
Data Scientist,IBM Corporation,"IBM Corporation is seeking a talented Data Scientist for our Pune, India office. The ideal candidate will have experience in C++, Linux, Embedded Systems. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","5+ years of experience in C++, Linux, Embedded Systems. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$71,000/year","Pune, India",careers@ibm.com,1,1,0,0
Security Analyst,Netflix Inc,"Join our growing engineering team as a Security Analyst. You'll be responsible for leading technical architecture decisions and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","7+ years of industry experience. Expert knowledge of Scala, Apache Spark, Hadoop. Leadership experience preferred. Strong written and verbal communication.","$119,000/year","London, UK",careers@netflix.com,1,0,0,0
Frontend Engineer,Cognizant,"We are looking for an experienced Frontend Engineer to join our data team. You will work on scalable microservices using Go, Docker, Kubernetes. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","3+ years professional experience. Proficiency in Go, Docker, Kubernetes. Excellent communication skills. Experience with agile methodologies.","$106,000/year","Austin, TX",careers@cognizant.com,1,0,0,0
Site Reliability Engineer,HCL Technologies,"We are looking for an experienced Site Reliability Engineer to join our platform team. You will work on scalable microservices using Python, TensorFlow, Kubernetes. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","5+ years of experience in Python, TensorFlow, Kubernetes. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$107,000/year","Seattle, WA",careers@hcl.com,1,1,0,0
Site Reliability Engineer,Spotify Technology,"Exciting opportunity for a Site Reliability Engineer at Spotify Technology. Work on cutting-edge data platform with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","2+ years relevant experience. Knowledge of Go, Docker, Kubernetes. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$110,000/year","San Francisco, CA",careers@spotify.com,1,1,0,0
UX Designer,Google LLC,"We are looking for an experienced UX Designer to join our cloud team. You will work on data platform using Swift, iOS, Core Data. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","Bachelor's or Master's degree required. 4+ years in Swift, iOS, Core Data. Strong analytical and problem-solving abilities. Team player.","$168,000/year","Toronto, Canada",careers@google.com,1,1,0,0
Machine Learning Engineer,Cognizant,"Join our growing engineering team as a Machine Learning Engineer. You'll be responsible for designing and implementing scalable systems and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","3+ years professional experience. Proficiency in Python, Django, PostgreSQL. Excellent communication skills. Experience with agile methodologies.","$63,000/year",Singapore,careers@cognizant.com,1,1,0,0
Senior Software Engineer,Wipro Limited,"Wipro Limited is seeking a talented Senior Software Engineer for our Austin, TX office. The ideal candidate will have experience in Scala, Apache Spark, Hadoop. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","5+ years of experience in Scala, Apache Spark, Hadoop. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$150,000/year","Austin, TX",careers@wipro.com,1,1,0,0
Technical Lead,Cisco Systems,"We're hiring a Technical Lead to help us build cloud infrastructure. This role involves designing and implementing scalable systems. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","3+ years professional experience. Proficiency in C++, Linux, Embedded Systems. Excellent communication skills. Experience with agile methodologies.","$179,000/year","Seattle, WA",careers@cisco.com,1,1,0,0
Product Manager,Adobe Systems,"We're hiring a Product Manager to help us build data platform. This role involves leading technical architecture decisions. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","5+ years of experience in Swift, iOS, Core Data. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$186,000/year","Austin, TX",careers@adobe.com,1,0,0,0
Systems Administrator,Amazon Web Services,"Amazon Web Services is seeking a talented Systems Administrator for our Seattle, WA office. The ideal candidate will have experience in Java, Spring Boot, AWS. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","Bachelor's or Master's degree required. 4+ years in Java, Spring Boot, AWS. Strong analytical and problem-solving abilities. Team player.","$173,000/year","Seattle, WA",careers@amazon.com,1,1,0,0
Security Analyst,IBM Corporation,"IBM Corporation is seeking a talented Security Analyst for our Austin, TX office. The ideal candidate will have experience in Scala, Apache Spark, Hadoop. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","2+ years relevant experience. Knowledge of Scala, Apache Spark, Hadoop. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$125,000/year","Austin, TX",careers@ibm.com,1,1,0,0
Systems Administrator,Intel Corporation,"Intel Corporation is seeking a talented Systems Administrator for our Seattle, WA office. The ideal candidate will have experience in Ruby on Rails, Redis, PostgreSQL. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","7+ years of industry experience. Expert knowledge of Ruby on Rails, Redis, PostgreSQL. Leadership experience preferred. Strong written and verbal communication.","$127,000/year","Seattle, WA",careers@intel.com,1,1,0,0
Solutions Architect,Intel Corporation,"We're hiring a Solutions Architect to help us build mobile applications. This role involves designing and implementing scalable systems. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","3+ years professional experience. Proficiency in Swift, iOS, Core Data. Excellent communication skills. Experience with agile methodologies.","$153,000/year","New York, NY",careers@intel.com,1,1,0,0
Security Analyst,TCS,"We are looking for an experienced Security Analyst to join our security team. You will work on ML pipelines using Java, Spring Boot, AWS. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","7+ years of industry experience. Expert knowledge of Java, Spring Boot, AWS. Leadership experience preferred. Strong written and verbal communication.","$105,000/year","Chicago, IL",careers@tcs.com,1,1,0,0
Systems Administrator,Meta Platforms,"We're hiring a Systems Administrator to help us build scalable microservices. This role involves building ML models for production. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","3+ years professional experience. Proficiency in C++, Linux, Embedded Systems. Excellent communication skills. Experience with agile methodologies.","$189,000/year",Remote,careers@meta.com,1,1,1,0
Full Stack Developer,Netflix Inc,"Netflix Inc is seeking a talented Full Stack Developer for our Mumbai, India office. The ideal candidate will have experience in Ruby on Rails, Redis, PostgreSQL. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","5+ years of experience in Ruby on Rails, Redis, PostgreSQL. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$140,000/year","Mumbai, India",careers@netflix.com,1,1,0,0
Cloud Architect,Amazon Web Services,"Exciting opportunity for a Cloud Architect at Amazon Web Services. Work on cutting-edge ML pipelines with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","Bachelor's or Master's degree required. 4+ years in React, TypeScript, Node.js. Strong analytical and problem-solving abilities. Team player.","$106,000/year","Bangalore, India",careers@amazon.com,1,1,0,0
Senior Software Engineer,Adobe Systems,"We are looking for an experienced Senior Software Engineer to join our platform team. You will work on mobile applications using Python, TensorFlow, Kubernetes. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","Bachelor's or Master's degree required. 4+ years in Python, TensorFlow, Kubernetes. Strong analytical and problem-solving abilities. Team player.","$120,000/year","Hybrid - San Jose, CA",careers@adobe.com,1,1,0,0
Project Manager,Netflix Inc,"We are looking for an experienced Project Manager to join our platform team. You will work on data platform using Kotlin, Android, Firebase. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","5+ years of experience in Kotlin, Android, Firebase. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$147,000/year","Pune, India",careers@netflix.com,1,1,0,0
Systems Administrator,Intel Corporation,"Exciting opportunity for a Systems Administrator at Intel Corporation. Work on cutting-edge data platform with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","2+ years relevant experience. Knowledge of C++, Linux, Embedded Systems. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$170,000/year","Seattle, WA",careers@intel.com,1,0,0,0
Earn Daily,,Data entry from home. Same day payment. WhatsApp only communication. Send $25 registration fee to begin.,,,,jobs@gmail.com,0,0,1,1
Full Stack Developer,TCS,"Join our growing engineering team as a Full Stack Developer. You'll be responsible for leading technical architecture decisions and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","2+ years relevant experience. Knowledge of Python, TensorFlow, Kubernetes. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$142,000/year",Singapore,careers@tcs.com,1,0,0,0
Online Survey Worker,,Data entry from home. Same day payment. WhatsApp only communication. Send $25 registration fee to begin.,,$5000/week,,work@hotmail.com,0,0,1,1
Frontend Engineer,IBM Corporation,"We're hiring a Frontend Engineer to help us build mobile applications. This role involves leading technical architecture decisions. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","5+ years of experience in Ruby on Rails, Redis, PostgreSQL. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$76,000/year","Chicago, IL",careers@ibm.com,1,1,0,0
Security Analyst,Intel Corporation,"We're hiring a Security Analyst to help us build mobile applications. This role involves building ML models for production. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","3+ years professional experience. Proficiency in C++, Linux, Embedded Systems. Excellent communication skills. Experience with agile methodologies.","$196,000/year",Singapore,careers@intel.com,1,1,0,0
Technical Lead,Salesforce Inc,"Exciting opportunity for a Technical Lead at Salesforce Inc. Work on cutting-edge mobile applications with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","7+ years of industry experience. Expert knowledge of Ruby on Rails, Redis, PostgreSQL. Leadership experience preferred. Strong written and verbal communication.","$163,000/year","Bangalore, India",careers@salesforce.com,1,0,0,0
Data Scientist,Netflix Inc,"We're hiring a Data Scientist to help us build ML pipelines. This role involves leading technical architecture decisions. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","2+ years relevant experience. Knowledge of Scala, Apache Spark, Hadoop. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$71,000/year","Hyderabad, India",careers@netflix.com,1,0,0,0
UX Designer,Infosys Limited,"Infosys Limited is seeking a talented UX Designer for our Hybrid - San Jose, CA office. The ideal candidate will have experience in Scala, Apache Spark, Hadoop. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","5+ years of experience in Scala, Apache Spark, Hadoop. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$115,000/year","Hybrid - San Jose, CA",careers@infosys.com,1,1,0,0
Frontend Engineer,Wipro Limited,"Join our growing engineering team as a Frontend Engineer. You'll be responsible for optimizing system performance and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","7+ years of industry experience. Expert knowledge of Java, Spring Boot, AWS. Leadership experience preferred. Strong written and verbal communication.","$170,000/year","New York, NY",careers@wipro.com,1,1,0,0
Home Based Job,XYZ Corp,IMMEDIATE START. Earn $3000 weekly. Work from your phone. Send money for materials. No interview process.,,$5000/week,,hiring@yahoo.com,0,0,0,1
Full Stack Developer,Amazon Web Services,"We are looking for an experienced Full Stack Developer to join our product team. You will work on mobile applications using Scala, Apache Spark, Hadoop. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","3+ years professional experience. Proficiency in Scala, Apache Spark, Hadoop. Excellent communication skills. Experience with agile methodologies.","$124,000/year","Seattle, WA",careers@amazon.com,1,1,0,0
QA Engineer,Infosys Limited,"Infosys Limited is seeking a talented QA Engineer for our Hyderabad, India office. The ideal candidate will have experience in Kotlin, Android, Firebase. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","2+ years relevant experience. Knowledge of Kotlin, Android, Firebase. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$146,000/year","Hyderabad, India",careers@infosys.com,1,1,0,0
Database Administrator,Intel Corporation,"Join our growing engineering team as a Database Administrator. You'll be responsible for leading technical architecture decisions and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","7+ years of industry experience. Expert knowledge of Swift, iOS, Core Data. Leadership experience preferred. Strong written and verbal communication.","$196,000/year","San Francisco, CA",careers@intel.com,1,1,0,0
Solutions Architect,Wipro Limited,"We are looking for an experienced Solutions Architect to join our security team. You will work on ML pipelines using Python, TensorFlow, Kubernetes. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","3+ years professional experience. Proficiency in Python, TensorFlow, Kubernetes. Excellent communication skills. Experience with agile methodologies.","$88,000/year","Pune, India",careers@wipro.com,1,0,0,0
Full Stack Developer,Infosys Limited,"We're hiring a Full Stack Developer to help us build cloud infrastructure. This role involves leading technical architecture decisions. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","5+ years of experience in Ruby on Rails, Redis, PostgreSQL. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$119,000/year","Toronto, Canada",careers@infosys.com,1,1,0,0
Backend Developer,Google LLC,"Google LLC is seeking a talented Backend Developer for our Mumbai, India office. The ideal candidate will have experience in Scala, Apache Spark, Hadoop. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","2+ years relevant experience. Knowledge of Scala, Apache Spark, Hadoop. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$184,000/year","Mumbai, India",careers@google.com,1,1,0,0
Business Analyst,TCS,"We're hiring a Business Analyst to help us build data platform. This role involves leading technical architecture decisions. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","5+ years of experience in Ruby on Rails, Redis, PostgreSQL. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$136,000/year","Pune, India",careers@tcs.com,1,1,0,0
Machine Learning Engineer,Intel Corporation,"Join our growing engineering team as a Machine Learning Engineer. You'll be responsible for leading technical architecture decisions and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","Bachelor's or Master's degree required. 4+ years in Java, Spring Boot, AWS. Strong analytical and problem-solving abilities. Team player.","$155,000/year","Hyderabad, India",careers@intel.com,1,1,0,0
Senior Software Engineer,Adobe Systems,"Exciting opportunity for a Senior Software Engineer at Adobe Systems. Work on cutting-edge mobile applications with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","3+ years professional experience. Proficiency in Python, Django, PostgreSQL. Excellent communication skills. Experience with agile methodologies.","$100,000/year",Remote,careers@adobe.com,1,1,1,0
Full Stack Developer,Netflix Inc,"We are looking for an experienced Full Stack Developer to join our platform team. You will work on data platform using Ruby on Rails, Redis, PostgreSQL. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","7+ years of industry experience. Expert knowledge of Ruby on Rails, Redis, PostgreSQL. Leadership experience preferred. Strong written and verbal communication.","$176,000/year","Bangalore, India",careers@netflix.com,1,1,0,0
Senior Software Engineer,Cognizant,"Exciting opportunity for a Senior Software Engineer at Cognizant. Work on cutting-edge cloud infrastructure with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","5+ years of experience in Python, Django, PostgreSQL. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$147,000/year","Seattle, WA",careers@cognizant.com,1,1,0,0
Solutions Architect,TCS,"TCS is seeking a talented Solutions Architect for our San Francisco, CA office. The ideal candidate will have experience in Go, Docker, Kubernetes. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","5+ years of experience in Go, Docker, Kubernetes. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$170,000/year","San Francisco, CA",careers@tcs.com,1,1,0,0
Site Reliability Engineer,HCL Technologies,"Join our growing engineering team as a Site Reliability Engineer. You'll be responsible for designing and implementing scalable systems and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","5+ years of experience in Go, Docker, Kubernetes. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$140,000/year","London, UK",careers@hcl.com,1,0,0,0
UX Designer,Apple Inc,"We are looking for an experienced UX Designer to join our security team. You will work on ML pipelines using React, TypeScript, Node.js. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","Bachelor's or Master's degree required. 4+ years in React, TypeScript, Node.js. Strong analytical and problem-solving abilities. Team player.","$143,000/year","London, UK",careers@apple.com,1,0,0,0
Systems Administrator,Infosys Limited,"Infosys Limited is seeking a talented Systems Administrator for our Berlin, Germany office. The ideal candidate will have experience in Scala, Apache Spark, Hadoop. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","2+ years relevant experience. Knowledge of Scala, Apache Spark, Hadoop. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$148,000/year","Berlin, Germany",careers@infosys.com,1,0,0,0
Business Analyst,Salesforce Inc,"We are looking for an experienced Business Analyst to join our infrastructure team. You will work on ML pipelines using React, TypeScript, Node.js. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","7+ years of industry experience. Expert knowledge of React, TypeScript, Node.js. Leadership experience preferred. Strong written and verbal communication.","$186,000/year","New York, NY",careers@salesforce.com,1,1,0,0
Mobile Developer,Adobe Systems,"Adobe Systems is seeking a talented Mobile Developer for our Toronto, Canada office. The ideal candidate will have experience in React, TypeScript, Node.js. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","5+ years of experience in React, TypeScript, Node.js. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$153,000/year","Toronto, Canada",careers@adobe.com,1,0,0,0
Full Stack Developer,Spotify Technology,"Spotify Technology is seeking a talented Full Stack Developer for our Remote office. The ideal candidate will have experience in Python, Django, PostgreSQL. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","2+ years relevant experience. Knowledge of Python, Django, PostgreSQL. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$199,000/year",Remote,careers@spotify.com,1,0,1,0
Cloud Architect,Intel Corporation,"Exciting opportunity for a Cloud Architect at Intel Corporation. Work on cutting-edge data platform with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","3+ years professional experience. Proficiency in Java, Spring Boot, AWS. Excellent communication skills. Experience with agile methodologies.","$126,000/year","Bangalore, India",careers@intel.com,1,1,0,0
Data Scientist,Cisco Systems,"We are looking for an experienced Data Scientist to join our engineering team. You will work on mobile applications using Java, Spring Boot, AWS. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","Bachelor's or Master's degree required. 4+ years in Java, Spring Boot, AWS. Strong analytical and problem-solving abilities. Team player.","$158,000/year","Seattle, WA",careers@cisco.com,1,1,0,0
Systems Administrator,Microsoft Corporation,"We're hiring a Systems Administrator to help us build mobile applications. This role involves optimizing system performance. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","5+ years of experience in React, TypeScript, Node.js. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$72,000/year","Hybrid - San Jose, CA",careers@microsoft.com,1,1,0,0
Security Analyst,Wipro Limited,"Join our growing engineering team as a Security Analyst. You'll be responsible for building ML models for production and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","Bachelor's or Master's degree required. 4+ years in C++, Linux, Embedded Systems. Strong analytical and problem-solving abilities. Team player.","$107,000/year","Toronto, Canada",careers@wipro.com,1,0,0,0
Product Manager,Cognizant,"We're hiring a Product Manager to help us build ML pipelines. This role involves leading technical architecture decisions. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","3+ years professional experience. Proficiency in C++, Linux, Embedded Systems. Excellent communication skills. Experience with agile methodologies.","$121,000/year","San Francisco, CA",careers@cognizant.com,1,1,0,0
Security Analyst,Amazon Web Services,"We're hiring a Security Analyst to help us build ML pipelines. This role involves optimizing system performance. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","Bachelor's or Master's degree required. 4+ years in Java, Spring Boot, AWS. Strong analytical and problem-solving abilities. Team player.","$176,000/year","Hybrid - San Jose, CA",careers@amazon.com,1,0,0,0
Mobile Developer,TCS,"TCS is seeking a talented Mobile Developer for our Mumbai, India office. The ideal candidate will have experience in Swift, iOS, Core Data. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","3+ years professional experience. Proficiency in Swift, iOS, Core Data. Excellent communication skills. Experience with agile methodologies.","$192,000/year","Mumbai, India",careers@tcs.com,1,1,0,0
Solutions Architect,Netflix Inc,"We are looking for an experienced Solutions Architect to join our engineering team. You will work on ML pipelines using C++, Linux, Embedded Systems. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","2+ years relevant experience. Knowledge of C++, Linux, Embedded Systems. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$135,000/year","Toronto, Canada",careers@netflix.com,1,1,0,0
Cloud Architect,HCL Technologies,"HCL Technologies is seeking a talented Cloud Architect for our Berlin, Germany office. The ideal candidate will have experience in Java, Spring Boot, AWS. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","7+ years of industry experience. Expert knowledge of Java, Spring Boot, AWS. Leadership experience preferred. Strong written and verbal communication.","$175,000/year","Berlin, Germany",careers@hcl.com,1,1,0,0
QA Engineer,Spotify Technology,"We're hiring a QA Engineer to help us build ML pipelines. This role involves designing and implementing scalable systems. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","Bachelor's or Master's degree required. 4+ years in C++, Linux, Embedded Systems. Strong analytical and problem-solving abilities. Team player.","$120,000/year","Seattle, WA",careers@spotify.com,1,1,0,0
Solutions Architect,Adobe Systems,"Exciting opportunity for a Solutions Architect at Adobe Systems. Work on cutting-edge mobile applications with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","5+ years of experience in Python, TensorFlow, Kubernetes. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$100,000/year","Mumbai, India",careers@adobe.com,1,1,0,0
Mobile Developer,Tech Mahindra,"Exciting opportunity for a Mobile Developer at Tech Mahindra. Work on cutting-edge scalable microservices with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","Bachelor's or Master's degree required. 4+ years in Java, Spring Boot, AWS. Strong analytical and problem-solving abilities. Team player.","$109,000/year","Hyderabad, India",careers@tech.com,1,1,0,0
Senior Software Engineer,Cisco Systems,"Exciting opportunity for a Senior Software Engineer at Cisco Systems. Work on cutting-edge data platform with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","3+ years professional experience. Proficiency in Kotlin, Android, Firebase. Excellent communication skills. Experience with agile methodologies.","$135,000/year",Remote,careers@cisco.com,1,1,1,0
Senior Software Engineer,Tech Mahindra,"Exciting opportunity for a Senior Software Engineer at Tech Mahindra. Work on cutting-edge data platform with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","3+ years professional experience. Proficiency in React, TypeScript, Node.js. Excellent communication skills. Experience with agile methodologies.","$179,000/year","Austin, TX",careers@tech.com,1,1,0,0
Virtual Assistant Needed Urgently,,URGENT HIRING! Make money fast with our simple online tasks. Guaranteed income. Processing fee applies. Contact via WhatsApp.,,,,work@hotmail.com,0,0,0,1
Solutions Architect,Intel Corporation,"We are looking for an experienced Solutions Architect to join our cloud team. You will work on data platform using Scala, Apache Spark, Hadoop. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","2+ years relevant experience. Knowledge of Scala, Apache Spark, Hadoop. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$148,000/year","Bangalore, India",careers@intel.com,1,0,0,0
Database Administrator,Cognizant,"Cognizant is seeking a talented Database Administrator for our Hybrid - San Jose, CA office. The ideal candidate will have experience in Python, Django, PostgreSQL. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","5+ years of experience in Python, Django, PostgreSQL. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$150,000/year","Hybrid - San Jose, CA",careers@cognizant.com,1,1,0,0
Systems Administrator,Cognizant,"Exciting opportunity for a Systems Administrator at Cognizant. Work on cutting-edge mobile applications with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","Bachelor's or Master's degree required. 4+ years in React, TypeScript, Node.js. Strong analytical and problem-solving abilities. Team player.","$192,000/year","Seattle, WA",careers@cognizant.com,1,1,0,0
Database Administrator,Google LLC,"We're hiring a Database Administrator to help us build mobile applications. This role involves leading technical architecture decisions. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","5+ years of experience in Ruby on Rails, Redis, PostgreSQL. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$171,000/year","Seattle, WA",careers@google.com,1,0,0,0
Site Reliability Engineer,Microsoft Corporation,"Exciting opportunity for a Site Reliability Engineer at Microsoft Corporation. Work on cutting-edge data platform with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","2+ years relevant experience. Knowledge of Python, TensorFlow, Kubernetes. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$79,000/year",Singapore,careers@microsoft.com,1,1,0,0
DevOps Engineer,Google LLC,"Join our growing engineering team as a DevOps Engineer. You'll be responsible for designing and implementing scalable systems and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","5+ years of experience in Python, TensorFlow, Kubernetes. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$91,000/year",Singapore,careers@google.com,1,1,0,0
Full Stack Developer,Amazon Web Services,"Exciting opportunity for a Full Stack Developer at Amazon Web Services. Work on cutting-edge cloud infrastructure with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","7+ years of industry experience. Expert knowledge of Ruby on Rails, Redis, PostgreSQL. Leadership experience preferred. Strong written and verbal communication.","$102,000/year","Toronto, Canada",careers@amazon.com,1,1,0,0
